game_card_id	game_name	game_description	game_gen	game_rarity	game_element	mapping_role	event_kind	mtg_name	mtg_type_line	mtg_mana_value	mtg_colors	mtg_rarity	mtg_set	mtg_released_at	mtg_scryfall_id	mtg_scryfall_uri	mtg_image_normal	mtg_oracle_text	override_reason
2202	Fossil fish	Creatures from ancient times contained tremendous power.	1	1	1	creature		Brine Hag	Creature — Hag	4.0	U	uncommon	leg	1994-06-01	2a1e7796-fbfb-4976-879f-bb748429d5c7	https://scryfall.com/card/leg/49/brine-hag?utm_source=api	https://cards.scryfall.io/normal/front/2/a/2a1e7796-fbfb-4976-879f-bb748429d5c7.jpg?1562858234	When this creature dies, change the base power and toughness of all creatures that dealt damage to it this turn to 0/2. (This effect lasts indefinitely.)	
2203	Exploding Tail Frog	Its tail is like an explosive spark, and its attack method is to emit explosions from the tail behind its back.	1	1	0	creature		Goblin Warchief	Creature — Goblin Warrior	3.0	R	uncommon	scg	2003-05-26	66864a4b-8924-40ef-a337-15b12413a158	https://scryfall.com/card/scg/97/goblin-warchief?utm_source=api	https://cards.scryfall.io/normal/front/6/6/66864a4b-8924-40ef-a337-15b12413a158.jpg?1562529753	Goblin spells you cast cost {1} less to cast.\nGoblins you control have haste.	
2204	Butterfly Rabbit Demon	A rabbit with low-altitude flying ability and almost no aggression.	1	1	11	creature		Boneshard Slasher	Creature — Horror	2.0	B	uncommon	tor	2002-02-04	27201370-32cc-4b90-890d-8c3f5362ad70	https://scryfall.com/card/tor/50/boneshard-slasher?utm_source=api	https://cards.scryfall.io/normal/front/2/7/27201370-32cc-4b90-890d-8c3f5362ad70.jpg?1562628979	"Flying\nThreshold — As long as there are seven or more cards in your graveyard, this creature gets +2/+2 and has ""When this creature becomes the target of a spell or ability, sacrifice it."""	
2205	Coulee Beetle	The bright red and blue colors on its carapace can quickly change to make enemies dizzy, and it can spit out lightning balls from its mouth to stun enemies.	1	1	4	creature		Whirling Dervish	Creature — Human Monk	2.0	G	uncommon	5ed	1997-03-24	e51bfbd4-2319-41eb-b694-72874c24b31a	https://scryfall.com/card/5ed/341/whirling-dervish?utm_source=api	https://cards.scryfall.io/normal/front/e/5/e51bfbd4-2319-41eb-b694-72874c24b31a.jpg?1562594491	Protection from black\nAt the beginning of each end step, if this creature dealt damage to an opponent this turn, put a +1/+1 counter on it.	
2206	Silk Songworm	The wings are as smooth and flexible as ribbons, and can bind enemies to restrict their movements.	1	1	4	creature		Dauthi Trapper	Creature — Dauthi Minion	3.0	B	uncommon	sth	1998-03-02	6d83770e-16ff-49c6-b4e7-eb7fc566eef8	https://scryfall.com/card/sth/56/dauthi-trapper?utm_source=api	https://cards.scryfall.io/normal/front/6/d/6d83770e-16ff-49c6-b4e7-eb7fc566eef8.jpg?1562596858	{T}: Target creature gains shadow until end of turn. (It can block or be blocked by only creatures with shadow.)	
2301	Valley Hedgehog	The scales on its body turn into spikes when in danger.	1	2	7	creature		Spike Feeder	Creature — Spike	3.0	G	uncommon	sth	1998-03-02	3751b2ae-a234-4691-984b-2f9f6b1cd1df	https://scryfall.com/card/sth/118/spike-feeder?utm_source=api	https://cards.scryfall.io/normal/front/3/7/3751b2ae-a234-4691-984b-2f9f6b1cd1df.jpg?1562596387	This creature enters with two +1/+1 counters on it.\n{2}, Remove a +1/+1 counter from this creature: Put a +1/+1 counter on target creature.\nRemove a +1/+1 counter from this creature: You gain 2 life.	Recognizable spike creature for the valley hedgehog slot.
2302	Tsunami Otter	It can store water in its tail and launch huge waves with one leap.	1	2	1	creature		Man-o'-War	Creature — Jellyfish	3.0	U	uncommon	s99	1999-07-01	a7a4a023-8867-4fb4-baf9-df7540b61725	https://scryfall.com/card/s99/41/man-o-war?utm_source=api	https://cards.scryfall.io/normal/front/a/7/a7a4a023-8867-4fb4-baf9-df7540b61725.jpg?1562875035	When this creature enters, return target creature to its owner's hand.	Iconic blue creature for the tsunami otter water slot.
2303	Hallelujah	has great power and often appears at night to fight criminals.	1	2	10	creature		Halfdane	Legendary Creature — Shapeshifter	4.0	BUW	rare	leg	1994-06-01	2e939761-3542-4044-9038-d1d30c6a38fc	https://scryfall.com/card/leg/229/halfdane?utm_source=api	https://cards.scryfall.io/normal/front/2/e/2e939761-3542-4044-9038-d1d30c6a38fc.jpg?1562858243	At the beginning of your upkeep, change Halfdane's base power and toughness to the power and toughness of target creature other than Halfdane until the end of your next upkeep.	
2304	Shenmo Lamp	Floating will-o’-the-wisp	1	2	11	spell		Black Lotus	Artifact	0.0		rare	2ed	1993-12-01	4a2e428c-dd25-484c-bbc8-2d6ce10ef42c	https://scryfall.com/card/2ed/233/black-lotus?utm_source=api	https://cards.scryfall.io/normal/front/4/a/4a2e428c-dd25-484c-bbc8-2d6ce10ef42c.jpg?1559591808	{T}, Sacrifice this artifact: Add three mana of any one color.	Power Nine exception: iconic artifact for a magical lamp/wisp slot.
2305	Babymon	My body was too hot, so I could only soak myself in water to cool down.	1	2	7	creature		Kjeldoran Phalanx	Creature — Human Soldier	6.0	W	rare	ice	1995-06-03	b6e91ba0-b229-4ab1-84f3-2a490dfa5051	https://scryfall.com/card/ice/37/kjeldoran-phalanx?utm_source=api	https://cards.scryfall.io/normal/front/b/6/b6e91ba0-b229-4ab1-84f3-2a490dfa5051.jpg?1587911536	First strike; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)	
2306	Cangguan	The giant wings are covered with star feathers, and the whole body is translucent. The pupils are like whirlpools in the night sky, and the whole body is surrounded by star streams and afterimages.	1	2	11	creature		Dralnu's Pet	Creature — Shapeshifter	3.0	BU	rare	pls	2001-02-05	cd5f4daf-7b54-4425-a93a-19532dfb83ca	https://scryfall.com/card/pls/23/dralnus-pet?utm_source=api	https://cards.scryfall.io/normal/front/c/d/cd5f4daf-7b54-4425-a93a-19532dfb83ca.jpg?1562938400	Kicker—{2}{B}, Discard a creature card. (You may pay {2}{B} and discard a creature card in addition to any other costs as you cast this spell.)\nIf this creature was kicked, it enters with flying and with X +1/+1 counters on it, where X is the discarded card's mana value.	
2307	Raging Beast	A high-speed beast with a top speed of 600km/h, the faster it runs, the hotter it burns.	1	2	0	creature		Blistering Firecat	Creature — Elemental Cat	4.0	R	rare	ons	2002-10-07	e0ddcf4a-1943-49dd-a02c-75804ce4bc3e	https://scryfall.com/card/ons/189/blistering-firecat?utm_source=api	https://cards.scryfall.io/normal/front/e/0/e0ddcf4a-1943-49dd-a02c-75804ce4bc3e.jpg?1562948535	Trample, haste\nAt the beginning of the end step, sacrifice this creature.\nMorph {R}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)	Iconic fast red creature for the raging beast slot.
2308	Stone-breaking pig	"Hitting the rock wall at high speed to open a path is called a ""mobile mining hammer""."	1	2	5	creature		Gigapede	Creature — Insect	5.0	G	rare	ons	2002-10-07	0a96a608-9237-41c1-824c-89d5fad939ad	https://scryfall.com/card/ons/264/gigapede?utm_source=api	https://cards.scryfall.io/normal/front/0/a/0a96a608-9237-41c1-824c-89d5fad939ad.jpg?1562897409	Shroud (This creature can't be the target of spells or abilities.)\nAt the beginning of your upkeep, if this card is in your graveyard, you may discard a card. If you do, return this card to your hand.	
2309	Hammersmith	He is good at drilling for earth veins and has a hard body all over his body.	1	2	6	creature		Tempest Efreet	Creature — Efreet	4.0	R	rare	4ed	1995-04-01	c2ea6dfe-64d6-451a-bd34-31546996e711	https://scryfall.com/card/4ed/225/tempest-efreet?utm_source=api	https://cards.scryfall.io/normal/front/c/2/c2ea6dfe-64d6-451a-bd34-31546996e711.jpg?1559604155	Remove this card from your deck before playing if you're not playing for ante.\n{T}, Sacrifice this creature: Target opponent may pay 10 life. If that player doesn't, they reveal a card at random from their hand. Exchange ownership of the revealed card and Tempest Efreet. Put the revealed card into your hand and Tempest Efreet from anywhere into that player's graveyard. This change in ownership is permanent.	
2310	Fugui	Floating with a light body, it glows at night.	1	2	11	creature		Krovikan Horror	Creature — Horror Spirit	4.0	B	rare	all	1996-06-10	e1f3cb1c-6bde-4b55-b5bc-5b64b56930f2	https://scryfall.com/card/all/53/krovikan-horror?utm_source=api	https://cards.scryfall.io/normal/front/e/1/e1f3cb1c-6bde-4b55-b5bc-5b64b56930f2.jpg?1562770642	At the beginning of the end step, if this card is in your graveyard with a creature card directly above it, you may return this card to your hand.\n{1}, Sacrifice a creature: This creature deals 1 damage to any target.	
2311	Sleepy Otter	Spent most of the time sleeping, completely unalert.	1	2	1	creature		Pygmy Hippo	Creature — Hippo	2.0	GU	rare	vis	1997-02-03	2e3f6220-6ead-46b4-8663-57609ef5a12e	https://scryfall.com/card/vis/133/pygmy-hippo?utm_source=api	https://cards.scryfall.io/normal/front/2/e/2e3f6220-6ead-46b4-8663-57609ef5a12e.jpg?1562277425	Whenever this creature attacks and isn't blocked, you may have defending player activate a mana ability of each land they control and lose all unspent mana. If you do, this creature assigns no combat damage this turn and at the beginning of your next main phase this turn, you add an amount of {C} equal to the amount of mana that player lost this way.	Creature flavor: sleepy water animal.
2312	Short Dora	A creature that is friendly to humans and likes to eat fruits.	1	2	2	creature		Wall of Roots	Creature — Plant Wall	2.0	G	common	mir	1996-10-08	aeb151d2-c313-44d2-972e-33487f070c23	https://scryfall.com/card/mir/253/wall-of-roots?utm_source=api	https://cards.scryfall.io/normal/front/a/e/aeb151d2-c313-44d2-972e-33487f070c23.jpg?1562720972	Defender\nPut a -0/-1 counter on this creature: Add {G}. Activate only once each turn.	Classic green plant creature for the fruit-friendly plant slot.
2313	Velvet snow cotton	Although it is snow, I need to wear a scarf because I am afraid of the cold.	1	2	12	creature	christmas	Sustaining Spirit	Creature — Angel Spirit	2.0	W	rare	all	1996-06-10	c9ecf91a-9ce1-44a1-8859-7163d32cfba6	https://scryfall.com/card/all/18/sustaining-spirit?utm_source=api	https://cards.scryfall.io/normal/front/c/9/c9ecf91a-9ce1-44a1-8859-7163d32cfba6.jpg?1562770171	Cumulative upkeep {1}{W} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)\nDamage that would reduce your life total to less than 1 reduces it to 1 instead.	
2314	Winter Night Ringtone	Melodious music will be made on Christmas Eve.	1	2	12	spell	christmas	Time Walk	Sorcery	2.0	U	rare	2ed	1993-12-01	ade7d00d-4e7b-46e9-ace1-63f628a589fc	https://scryfall.com/card/2ed/84/time-walk?utm_source=api	https://cards.scryfall.io/normal/front/a/d/ade7d00d-4e7b-46e9-ace1-63f628a589fc.jpg?1559592011	Take an extra turn after this one.	Power Nine exception: iconic sorcery for a ringing/time-event slot.
2315	Phantom Beast	2025 Christmas Commemorative Edition	1	2	3	creature	christmas	Rootwater Shaman	Creature — Merfolk Shaman	3.0	U	rare	tmp	1997-10-14	caa1b84b-efda-4324-9106-0d1d00385cdc	https://scryfall.com/card/tmp/84/rootwater-shaman?utm_source=api	https://cards.scryfall.io/normal/front/c/a/caa1b84b-efda-4324-9106-0d1d00385cdc.jpg?1562056414	You may cast Aura spells with enchant creature as though they had flash.	
2316	Green Surge	Apple-flavored ooze	1	2	2	creature		Atog	Creature — Atog	2.0	R	uncommon	5ed	1997-03-24	f123fe6a-99ca-48c1-9a7a-ae905c10108a	https://scryfall.com/card/5ed/209/atog?utm_source=api	https://cards.scryfall.io/normal/front/f/1/f123fe6a-99ca-48c1-9a7a-ae905c10108a.jpg?1562594962	Sacrifice an artifact: This creature gets +2/+2 until end of turn.	Iconic oddball creature for the apple-ooze green surge slot.
2317	Split Shadow in Colorful Clothes	I don’t know how to play baseball. Guess what this bat is used for.	1	2	11	creature		Timmerian Fiends	Creature — Horror	3.0	B	rare	hml	1995-10-01	90643766-c92f-4a25-bd02-227f3c91f391	https://scryfall.com/card/hml/58/timmerian-fiends?utm_source=api	https://cards.scryfall.io/normal/front/9/0/90643766-c92f-4a25-bd02-227f3c91f391.jpg?1562587763	Remove this card from your deck before playing if you're not playing for ante.\n{B}{B}{B}, Sacrifice this creature: The owner of target artifact may ante the top card of their library. If that player doesn't, exchange ownership of that artifact and Timmerian Fiends. Put the artifact card into your graveyard and Timmerian Fiends from anywhere into that player's graveyard. This change in ownership is permanent.	
2318	Burn frequency	The most enthusiastic sister at Christmas	1	2	0	creature	christmas	Lightning Dragon	Creature — Dragon	4.0	R	rare	usg	1998-10-12	342fc7bc-657f-43a3-9558-f516fa545a09	https://scryfall.com/card/usg/202/lightning-dragon?utm_source=api	https://cards.scryfall.io/normal/front/3/4/342fc7bc-657f-43a3-9558-f516fa545a09.jpg?1562905999	Flying\nEcho {2}{R}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)\n{R}: This creature gets +1/+0 until end of turn.	
2319	Bing Lingling	The snow wand in his hand is said to have been used by Santa Claus, and it can instantly create many snowflakes.	1	2	12	spell	christmas	Ancestral Recall	Instant	1.0	U	rare	2ed	1993-12-01	2dd41293-d7c8-4422-9f0c-b3e96350f5c9	https://scryfall.com/card/2ed/48/ancestral-recall?utm_source=api	https://cards.scryfall.io/normal/front/2/d/2dd41293-d7c8-4422-9f0c-b3e96350f5c9.jpg?1559592144	Target player draws three cards.	Power Nine exception: iconic blue instant for snow-wand/magic slot.
2401	Sheath Fairy	A cute herbivore like a rabbit, it lives in the grass under the big trees. In winter, it lives in holes in the ground to keep warm.	1	3	2	creature	christmas	Scryb Sprites	Creature — Faerie	1.0	G	common	5ed	1997-03-24	ab52f491-26f1-494f-8ec7-9630c4f9653a	https://scryfall.com/card/5ed/324/scryb-sprites?utm_source=api	https://cards.scryfall.io/normal/front/a/b/ab52f491-26f1-494f-8ec7-9630c4f9653a.jpg?1562593267	Flying	Creature flavor: sheath fairy should be fae-like.
2402	Cactus Beast	Plants that appear in desert areas cannot move because they are rooted in the sand. They can spray small thorns from their mouths to attack distant threats.	1	3	2	creature		Lichenthrope	Creature — Plant Fungus	5.0	G	rare	vis	1997-02-03	76f0c356-a81d-41d4-a8b7-8c159146a8b8	https://scryfall.com/card/vis/112/lichenthrope?utm_source=api	https://cards.scryfall.io/normal/front/7/6/76f0c356-a81d-41d4-a8b7-8c159146a8b8.jpg?1562277692	If damage would be dealt to this creature, put that many -1/-1 counters on it instead.\nAt the beginning of your upkeep, remove a -1/-1 counter from this creature.	Creature flavor: cactus/plant beast should be plant/fungus.
2403	Phantom Beast	A mysterious ghost with electricity all over his body	1	3	3	creature		Phantom Nishoba	Creature — Cat Beast Spirit	7.0	GW	rare	jud	2002-05-27	56ebc372-aabd-4174-a943-c7bf59e5028d	https://scryfall.com/card/jud/140/phantom-nishoba?utm_source=api	https://cards.scryfall.io/normal/front/5/6/56ebc372-aabd-4174-a943-c7bf59e5028d.jpg?1562629953	Trample\nThis creature enters with seven +1/+1 counters on it.\nWhenever this creature deals damage, you gain that much life.\nIf damage would be dealt to this creature, prevent that damage. Remove a +1/+1 counter from this creature.	Creature flavor: phantom electric beast, not human barbarian.
2404	Ancient Rock Whale	A heavy giant fish in the deep sea. Because its whole body is covered with rocks, almost no creature can bite it. When swimming at full strength, you can hit with your body to cause huge damage.	1	3	5	creature		Great Whale	Creature — Whale	7.0	U	rare	usg	1998-10-12	58a2acf1-dad8-4f93-a34e-891e5178a48f	https://scryfall.com/card/usg/77/great-whale?utm_source=api	https://cards.scryfall.io/normal/front/5/8/58a2acf1-dad8-4f93-a34e-891e5178a48f.jpg?1562913519	When this creature enters, untap up to seven lands.	Creature flavor: ancient rock whale should be whale-scale.
2405	Fujiyou Itachi	A nimble guy who likes to hang from the vines swinging in the woods. It is said that he can turn into a ghost to evade attacks when in danger.	1	3	2	creature		Spectral Bears	Creature — Bear Spirit	2.0	G	uncommon	hml	1995-10-01	7e13875f-f745-4afd-a830-33df9576dce8	https://scryfall.com/card/hml/98/spectral-bears?utm_source=api	https://cards.scryfall.io/normal/front/7/e/7e13875f-f745-4afd-a830-33df9576dce8.jpg?1758622694	Whenever this creature attacks, if defending player controls no black nontoken permanents, it doesn't untap during your next untap step.	Creature flavor: ghostly vine animal.
2406	Mirror Eyes	Living in deep mines, it is said to use mysterious power to check the movement of the earth's crust and maintain the stability of the earth.	1	3	5	spell		Timetwister	Sorcery	3.0	U	rare	2ed	1993-12-01	01bda3d7-122a-48a0-bab3-676c4a557b74	https://scryfall.com/card/2ed/85/timetwister?utm_source=api	https://cards.scryfall.io/normal/front/0/1/01bda3d7-122a-48a0-bab3-676c4a557b74.jpg?1559592242	Each player shuffles their hand and graveyard into their library, then draws seven cards. (Then put Timetwister into its owner's graveyard.)	Power Nine exception: iconic sorcery for mirror/mystic distortion slot.
2407	Fortune Cat	Often worshiped as a god representing money, people worship and pray to bless them with increasing wealth.	1	3	7	creature		Jareth, Leonine Titan	Legendary Creature — Cat Giant	6.0	W	rare	ons	2002-10-07	65dd1364-ff36-4cb9-ad93-e6fcbcb942cf	https://scryfall.com/card/ons/43/jareth-leonine-titan?utm_source=api	https://cards.scryfall.io/normal/front/6/5/65dd1364-ff36-4cb9-ad93-e6fcbcb942cf.jpg?1562919033	Whenever Jareth blocks, it gets +7/+7 until end of turn.\n{W}: Jareth gains protection from the color of your choice until end of turn.	Super rare: fortune cat should be iconic cat.
2408	Luxiang Division	Play music in ancient ruins to direct various machines to work in an orderly manner	1	3	8	spell		Sol Ring	Artifact	1.0		uncommon	sum	1994-06-21	9138d11a-d55f-4c46-bb27-7e8e15a44e8c	https://scryfall.com/card/sum/274/sol-ring?utm_source=api	https://cards.scryfall.io/normal/front/9/1/9138d11a-d55f-4c46-bb27-7e8e15a44e8c.jpg?1559592963	{T}: Add {C}{C}.	Iconic Old School artifact for ancient machine/music slot.
3101	Ulodi	Can understand the languages of many animals.	2	0	11	creature		Wall of Shadows	Creature — Wall	3.0	B	common	chr	1995-07-01	69c6e076-d7bf-435b-ba79-84aa9f073130	https://scryfall.com/card/chr/41/wall-of-shadows?utm_source=api	https://cards.scryfall.io/normal/front/6/9/69c6e076-d7bf-435b-ba79-84aa9f073130.jpg?1774852234	Defender (This creature can't attack.)\nPrevent all damage that would be dealt to this creature by creatures it's blocking.\nThis creature can't be the target of spells that can target only Walls or of abilities that can target only Walls.	
3102	Masked Bear	A bear wearing a steel mask.	2	0	8	creature		Clockwork Beast	Artifact Creature — Beast	6.0		rare	5ed	1997-03-24	ed5507d5-7f1b-4cbf-8341-495c33e5ab6c	https://scryfall.com/card/5ed/356/clockwork-beast?utm_source=api	https://cards.scryfall.io/normal/front/e/d/ed5507d5-7f1b-4cbf-8341-495c33e5ab6c.jpg?1562594947	This creature enters with seven +1/+0 counters on it.\nAt end of combat, if this creature attacked or blocked this combat, remove a +1/+0 counter from it.\n{X}, {T}: Put up to X +1/+0 counters on this creature. This ability can't cause the total number of +1/+0 counters on this creature to be greater than seven. Activate only during your upkeep.	Creature flavor: masked/steel bear slot should be artifact beast.
3103	Mechanical Snake	The inside of the body is made up of mechanical parts.	2	0	8	creature		Battering Ram	Artifact Creature — Construct	2.0		common	5ed	1997-03-24	e7e2857f-f6eb-4091-b758-7bb508544170	https://scryfall.com/card/5ed/353/battering-ram?utm_source=api	https://cards.scryfall.io/normal/front/e/7/e7e2857f-f6eb-4091-b758-7bb508544170.jpg?1562594498	At the beginning of combat on your turn, this creature gains banding until end of combat. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's blocking.)\nWhenever this creature becomes blocked by a Wall, destroy that Wall at end of combat.	
3104	Lock Teeth	A rodent with a tail covered in ice crystals.	2	0	12	creature		Urborg Phantom	Creature — Spirit Minion	3.0	BU	common	inv	2000-10-02	397355b9-5b67-4973-972e-3505c500d116	https://scryfall.com/card/inv/132/urborg-phantom?utm_source=api	https://cards.scryfall.io/normal/front/3/9/397355b9-5b67-4973-972e-3505c500d116.jpg?1562906570	This creature can't block.\n{U}: Prevent all combat damage that would be dealt to and dealt by this creature this turn.	
3105	Papite	A highly intelligent creature with the ability to operate ultra-advanced precision machinery, it looks like a rabbit.	2	0	7	creature		Daru Stinger	Creature — Soldier	4.0	W	common	lgn	2003-02-03	ff5866a4-f4c0-45bc-9b33-b77387441d34	https://scryfall.com/card/lgn/10/daru-stinger?utm_source=api	https://cards.scryfall.io/normal/front/f/f/ff5866a4-f4c0-45bc-9b33-b77387441d34.jpg?1562946568	Amplify 1 (As this creature enters, put a +1/+1 counter on it for each Soldier card you reveal in your hand.)\n{T}: This creature deals damage equal to the number of +1/+1 counters on it to target attacking or blocking creature.	
3106	Fangya	A cat-shaped creature that likes to hang out on windy nights, and its red scarf is its representative feature.	2	0	7	creature		Aven Farseer	Creature — Bird Soldier	2.0	W	common	scg	2003-05-26	47854e89-4d22-4eb6-a77d-6f04407bd2e5	https://scryfall.com/card/scg/3/aven-farseer?utm_source=api	https://cards.scryfall.io/normal/front/4/7/47854e89-4d22-4eb6-a77d-6f04407bd2e5.jpg?1562528498	Flying\nWhenever a permanent is turned face up, put a +1/+1 counter on this creature.	
3107	Electric Ape	Can emit a momentary electric shock when clapping its hands.	2	0	3	creature		Giant Albatross	Creature — Bird	2.0	U	common	hml	1995-10-01	bce05870-74d3-43f1-92d0-dc1744c0138d	https://scryfall.com/card/hml/27a/giant-albatross?utm_source=api	https://cards.scryfall.io/normal/front/b/c/bce05870-74d3-43f1-92d0-dc1744c0138d.jpg?1562588235	Flying\nWhen this creature dies, you may pay {1}{U}. If you do, for each creature that dealt damage to this creature this turn, destroy that creature unless its controller pays 2 life. A creature destroyed this way can't be regenerated.	
3108	Ice Tyrannosaurus	Dragons living in extremely cold areas are cruel by nature.	2	0	12	creature		Thunder Dragon	Creature — Dragon	7.0	R	rare	s99	1999-07-01	7e9b06a8-c3f3-4174-b992-7da7ca163990	https://scryfall.com/card/s99/119/thunder-dragon?utm_source=api	https://cards.scryfall.io/normal/front/7/e/7e9b06a8-c3f3-4174-b992-7da7ca163990.jpg?1562874560	Flying\nWhen this creature enters, it deals 3 damage to each creature without flying.	Creature flavor: ice tyrannosaurus should remain big monster/dragon.
3109	Bitcat	Can use the ability to retrieve objects from the air.	2	0	10	creature		Auramancer	Creature — Human Wizard	3.0	W	common	ody	2001-10-01	090dd4cf-5087-4ed8-a944-f3794e5862d5	https://scryfall.com/card/ody/5/auramancer?utm_source=api	https://cards.scryfall.io/normal/front/0/9/090dd4cf-5087-4ed8-a944-f3794e5862d5.jpg?1562896737	When this creature enters, you may return target enchantment card from your graveyard to your hand.	
3110	Star Beast	A typical feature is the star-shaped head.	2	0	0	creature		Bloodfire Dwarf	Creature — Dwarf	1.0	R	common	apc	2001-06-04	86b5c38e-7d74-4862-8187-f5db4a3d1e0f	https://scryfall.com/card/apc/56/bloodfire-dwarf?utm_source=api	https://cards.scryfall.io/normal/front/8/6/86b5c38e-7d74-4862-8187-f5db4a3d1e0f.jpg?1562926762	{R}, Sacrifice this creature: It deals 1 damage to each creature without flying.	
3111	Tomb Patrol Sheep	Wander around the cemetery area and jump to a 5-meter-high platform.	2	0	3	creature		Goblin Ski Patrol	Creature — Goblin	2.0	R	common	ice	1995-06-03	fde1c8b5-1e01-4920-8d02-bf80d5b238c5	https://scryfall.com/card/ice/190/goblin-ski-patrol?utm_source=api	https://cards.scryfall.io/normal/front/f/d/fde1c8b5-1e01-4920-8d02-bf80d5b238c5.jpg?1562942854	{1}{R}: This creature gets +2/+0 and gains flying. Its controller sacrifices it at the beginning of the next end step. Activate only once and only if you control a snow Mountain.	
3112	Centrino	A four-legged animal that is good at running and looks like a combination of a horse and a dog.	2	0	0	creature		Chicken Egg	Creature — Egg	2.0	R	common	ugl	1998-08-11	640ac565-331b-47e2-b2af-a8a94a96488a	https://scryfall.com/card/ugl/41/chicken-egg?utm_source=api	https://cards.scryfall.io/normal/front/6/4/640ac565-331b-47e2-b2af-a8a94a96488a.jpg?1582935068	At the beginning of your upkeep, roll a six-sided die. If you roll a 6, sacrifice this creature and create a 4/4 red Giant Bird creature token.	
3113	Jetwing	Huge flying insects with hard carapace.	2	0	0	creature		Goblin Sky Raider	Creature — Goblin Warrior	3.0	R	common	ons	2002-10-07	738cbf9b-e3d3-4568-93ce-7915b248e5b3	https://scryfall.com/card/ons/208/goblin-sky-raider?utm_source=api	https://cards.scryfall.io/normal/front/7/3/738cbf9b-e3d3-4568-93ce-7915b248e5b3.jpg?1562922311	Flying (This creature can't be blocked except by creatures with flying or reach.)	
3114	Steel Royal	A creature with a body made of solid steel	2	0	8	creature		Soldevi Sentry	Artifact Creature — Soldier	1.0		common	all	1996-06-10	85976b5c-4eed-4cf9-b2b0-a8421a97ab2a	https://scryfall.com/card/all/132a/soldevi-sentry?utm_source=api	https://cards.scryfall.io/normal/front/8/5/85976b5c-4eed-4cf9-b2b0-a8421a97ab2a.jpg?1562769218	{1}: Choose target opponent. Regenerate this creature. When it regenerates this way, that player may draw a card.	
3115	Bantli	A muscular African creature that can run on all fours and stand and fight.	2	0	0	creature		Goblin Raider	Creature — Goblin Warrior	2.0	R	common	7ed	2001-04-11	3315d75d-08dc-456c-a8e7-fe3136bf1a6b	https://scryfall.com/card/7ed/192/goblin-raider?utm_source=api	https://cards.scryfall.io/normal/front/3/3/3315d75d-08dc-456c-a8e7-fe3136bf1a6b.jpg?1562235455	This creature can't block.	
3201	Snow-footed Mongoose	His snow-white tail and light blue feet are his representative features.	2	1	12	creature	christmas	Voice of Truth	Creature — Angel	4.0	W	uncommon	nem	2000-02-14	40377e3d-77d9-4d86-ac8c-4e27803e48d8	https://scryfall.com/card/nem/25/voice-of-truth?utm_source=api	https://cards.scryfall.io/normal/front/4/0/40377e3d-77d9-4d86-ac8c-4e27803e48d8.jpg?1587857516	Flying, protection from white	
3202	Electric Claw Dragon	Shaking the wings on its head can put the whole body into an electrified state.	2	1	3	creature		Raven Familiar	Creature — Bird	3.0	U	uncommon	ulg	1999-02-15	b104638d-29aa-490c-8cfb-e08fc94efb59	https://scryfall.com/card/ulg/39/raven-familiar?utm_source=api	https://cards.scryfall.io/normal/front/b/1/b104638d-29aa-490c-8cfb-e08fc94efb59.jpg?1562863788	Flying\nEcho {2}{U} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)\nWhen this creature enters, look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.	
3203	Juta	An elegant long-tailed fox.	2	1	2	creature		Skyshroud Elite	Creature — Elf	1.0	G	uncommon	exo	1998-06-15	f6a496a4-1b4c-4c5d-99e5-ec40601c759d	https://scryfall.com/card/exo/123/skyshroud-elite?utm_source=api	https://cards.scryfall.io/normal/front/f/6/f6a496a4-1b4c-4c5d-99e5-ec40601c759d.jpg?1562089270	This creature gets +1/+2 as long as an opponent controls a nonbasic land.	
3204	Cory sheep	A cute sheep who is good at jumping	2	1	0	creature		Orcish Cannoneers	Creature — Orc Warrior	3.0	R	uncommon	ice	1995-06-03	a4309a2f-27f5-4652-b0b4-6a6119436f75	https://scryfall.com/card/ice/205/orcish-cannoneers?utm_source=api	https://cards.scryfall.io/normal/front/a/4/a4309a2f-27f5-4652-b0b4-6a6119436f75.jpg?1562925641	{T}: This creature deals 2 damage to any target and 3 damage to you.	
3205	Elk Maple Deer	A giant deer living in the maple forest	2	1	0	creature		Frost Giant	Creature — Giant	6.0	R	uncommon	leg	1994-06-01	6955d54f-7b37-4e43-8183-51677fb1ee11	https://scryfall.com/card/leg/148/frost-giant?utm_source=api	https://cards.scryfall.io/normal/front/6/9/6955d54f-7b37-4e43-8183-51677fb1ee11.jpg?1562859212	Rampage 2 (Whenever this creature becomes blocked, it gets +2/+2 until end of turn for each creature blocking it beyond the first.)	
