game_card_id	game_name	game_description	game_gen	game_rarity	game_element	mapping_role	event_kind	mtg_name	mtg_type_line	mtg_mana_value	mtg_colors	mtg_rarity	mtg_set	mtg_released_at	mtg_scryfall_id	mtg_scryfall_uri	mtg_image_normal	mtg_oracle_text	override_reason
2317	Split Shadow in Colorful Clothes	I don’t know how to play baseball. Guess what this bat is used for.	1	2	11	creature		Timmerian Fiends	Creature — Horror	3.0	B	rare	hml	1995-10-01	90643766-c92f-4a25-bd02-227f3c91f391	https://scryfall.com/card/hml/58/timmerian-fiends?utm_source=api	https://cards.scryfall.io/normal/front/9/0/90643766-c92f-4a25-bd02-227f3c91f391.jpg?1562587763	Remove this card from your deck before playing if you're not playing for ante.\n{B}{B}{B}, Sacrifice this creature: The owner of target artifact may ante the top card of their library. If that player doesn't, exchange ownership of that artifact and Timmerian Fiends. Put the artifact card into your graveyard and Timmerian Fiends from anywhere into that player's graveyard. This change in ownership is permanent.	
2318	Burn frequency	The most enthusiastic sister at Christmas	1	2	0	creature	christmas	Ball Lightning	Creature — Elemental	3.0	R	rare	5ed	1997-03-24	3ede7920-e219-4e9d-bfa5-e0f562460914	https://scryfall.com/card/5ed/210/ball-lightning?utm_source=api	https://cards.scryfall.io/normal/front/3/e/3ede7920-e219-4e9d-bfa5-e0f562460914.jpg?1562590635	Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)\nHaste (This creature can attack and {T} as soon as it comes under your control.)\nAt the beginning of the end step, sacrifice this creature.	
2319	Bing Lingling	The snow wand in his hand is said to have been used by Santa Claus, and it can instantly create many snowflakes.	1	2	12	spell	christmas	Second Chance	Enchantment	3.0	U	rare	ulg	1999-02-15	62d1a0da-40b9-4e79-bace-b93f98ae4695	https://scryfall.com/card/ulg/41/second-chance?utm_source=api	https://cards.scryfall.io/normal/front/6/2/62d1a0da-40b9-4e79-bace-b93f98ae4695.jpg?1562863273	At the beginning of your upkeep, if you have 5 or less life, sacrifice this enchantment and take an extra turn after this one.	
2401	Sheath Fairy	A cute herbivore like a rabbit, it lives in the grass under the big trees. In winter, it lives in holes in the ground to keep warm.	1	3	2	creature	christmas	Gargantuan Gorilla	Creature — Ape	7.0	G	rare	all	1996-06-10	49f367c2-f47e-43e1-9936-4324be664475	https://scryfall.com/card/all/91/gargantuan-gorilla?utm_source=api	https://cards.scryfall.io/normal/front/4/9/49f367c2-f47e-43e1-9936-4324be664475.jpg?1562768698	At the beginning of your upkeep, you may sacrifice a Forest. If you sacrifice a snow Forest this way, this creature gains trample until end of turn. If you don't sacrifice a Forest, sacrifice this creature and it deals 7 damage to you.\n{T}: This creature deals damage equal to its power to another target creature. That creature deals damage equal to its power to this creature.	
2402	Cactus Beast	Plants that appear in desert areas cannot move because they are rooted in the sand. They can spray small thorns from their mouths to attack distant threats.	1	3	2	creature		Hermit Druid	Creature — Human Druid	2.0	G	rare	sth	1998-03-02	3efc0622-ac2c-4722-ba05-961cc98c5940	https://scryfall.com/card/sth/108/hermit-druid?utm_source=api	https://cards.scryfall.io/normal/front/3/e/3efc0622-ac2c-4722-ba05-961cc98c5940.jpg?1562596393	{G}, {T}: Reveal cards from the top of your library until you reveal a basic land card. Put that card into your hand and all other cards revealed this way into your graveyard.	
2403	Phantom Beast	A mysterious ghost with electricity all over his body	1	3	3	creature		Hell-Bent Raider	Creature — Human Barbarian	3.0	R	rare	tor	2002-02-04	7f41ac1c-2603-4234-8963-cd47bb894024	https://scryfall.com/card/tor/101/hell-bent-raider?utm_source=api	https://cards.scryfall.io/normal/front/7/f/7f41ac1c-2603-4234-8963-cd47bb894024.jpg?1562630610	First strike, haste\nDiscard a card at random: This creature gains protection from white until end of turn.	
2404	Ancient Rock Whale	A heavy giant fish in the deep sea. Because its whole body is covered with rocks, almost no creature can bite it. When swimming at full strength, you can hit with your body to cause huge damage.	1	3	5	creature		Spellbane Centaur	Creature — Centaur	3.0	G	rare	ody	2001-10-01	72194a6e-481d-4b07-922b-53f919bfa316	https://scryfall.com/card/ody/271/spellbane-centaur?utm_source=api	https://cards.scryfall.io/normal/front/7/2/72194a6e-481d-4b07-922b-53f919bfa316.jpg?1562916168	Creatures you control can't be the targets of blue spells or abilities from blue sources.	
2405	Fujiyou Itachi	A nimble guy who likes to hang from the vines swinging in the woods. It is said that he can turn into a ghost to evade attacks when in danger.	1	3	2	creature		Caller of the Claw	Creature — Elf	3.0	G	rare	lgn	2003-02-03	a073459e-1f00-47e0-a1b3-d30203aa35d1	https://scryfall.com/card/lgn/121/caller-of-the-claw?utm_source=api	https://cards.scryfall.io/normal/front/a/0/a073459e-1f00-47e0-a1b3-d30203aa35d1.jpg?1562927399	Flash\nWhen this creature enters, create a 2/2 green Bear creature token for each nontoken creature put into your graveyard from the battlefield this turn.	
2406	Mirror Eyes	Living in deep mines, it is said to use mysterious power to check the movement of the earth's crust and maintain the stability of the earth.	1	3	5	spell		Grip of Chaos	Enchantment	6.0	R	rare	scg	2003-05-26	defbbd3a-0e7d-4af2-b25f-9003ddad0bf5	https://scryfall.com/card/scg/98/grip-of-chaos?utm_source=api	https://cards.scryfall.io/normal/front/d/e/defbbd3a-0e7d-4af2-b25f-9003ddad0bf5.jpg?1562535751	Whenever a spell or ability is put onto the stack, if it has a single target, reselect its target at random. (Select from among all legal targets.)	
2407	Fortune Cat	Often worshiped as a god representing money, people worship and pray to bless them with increasing wealth.	1	3	7	creature		Soraya the Falconer	Legendary Creature — Human	3.0	W	rare	hml	1995-10-01	19fb3ce2-a660-4829-9af4-330cfd612f06	https://scryfall.com/card/hml/18/soraya-the-falconer?utm_source=api	https://cards.scryfall.io/normal/front/1/9/19fb3ce2-a660-4829-9af4-330cfd612f06.jpg?1562587051	Bird creatures get +1/+1.\n{1}{W}: Target Bird creature gains banding until end of turn. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding a player controls are blocking or being blocked by a creature, that player divides that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)	
2408	Luxiang Division	Play music in ancient ruins to direct various machines to work in an orderly manner	1	3	8	spell		Insidious Dreams	Instant	4.0	B	rare	tor	2002-02-04	e8a29622-23a6-42c7-8e56-690613572c94	https://scryfall.com/card/tor/66/insidious-dreams?utm_source=api	https://cards.scryfall.io/normal/front/e/8/e8a29622-23a6-42c7-8e56-690613572c94.jpg?1562632493	As an additional cost to cast this spell, discard X cards.\nSearch your library for X cards, then shuffle and put those cards on top in any order.	
3101	Ulodi	Can understand the languages of many animals.	2	0	11	creature		Wall of Shadows	Creature — Wall	3.0	B	common	chr	1995-07-01	69c6e076-d7bf-435b-ba79-84aa9f073130	https://scryfall.com/card/chr/41/wall-of-shadows?utm_source=api	https://cards.scryfall.io/normal/front/6/9/69c6e076-d7bf-435b-ba79-84aa9f073130.jpg?1774852234	Defender (This creature can't attack.)\nPrevent all damage that would be dealt to this creature by creatures it's blocking.\nThis creature can't be the target of spells that can target only Walls or of abilities that can target only Walls.	
3102	Masked Bear	A bear wearing a steel mask.	2	0	8	creature		Soldevi Sentry	Artifact Creature — Soldier	1.0		common	all	1996-06-10	85976b5c-4eed-4cf9-b2b0-a8421a97ab2a	https://scryfall.com/card/all/132a/soldevi-sentry?utm_source=api	https://cards.scryfall.io/normal/front/8/5/85976b5c-4eed-4cf9-b2b0-a8421a97ab2a.jpg?1562769218	{1}: Choose target opponent. Regenerate this creature. When it regenerates this way, that player may draw a card.	
3103	Mechanical Snake	The inside of the body is made up of mechanical parts.	2	0	8	creature		Battering Ram	Artifact Creature — Construct	2.0		common	5ed	1997-03-24	e7e2857f-f6eb-4091-b758-7bb508544170	https://scryfall.com/card/5ed/353/battering-ram?utm_source=api	https://cards.scryfall.io/normal/front/e/7/e7e2857f-f6eb-4091-b758-7bb508544170.jpg?1562594498	At the beginning of combat on your turn, this creature gains banding until end of combat. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's blocking.)\nWhenever this creature becomes blocked by a Wall, destroy that Wall at end of combat.	
3104	Lock Teeth	A rodent with a tail covered in ice crystals.	2	0	12	creature		Urborg Phantom	Creature — Spirit Minion	3.0	BU	common	inv	2000-10-02	397355b9-5b67-4973-972e-3505c500d116	https://scryfall.com/card/inv/132/urborg-phantom?utm_source=api	https://cards.scryfall.io/normal/front/3/9/397355b9-5b67-4973-972e-3505c500d116.jpg?1562906570	This creature can't block.\n{U}: Prevent all combat damage that would be dealt to and dealt by this creature this turn.	
3105	Papite	A highly intelligent creature with the ability to operate ultra-advanced precision machinery, it looks like a rabbit.	2	0	7	creature		Daru Stinger	Creature — Soldier	4.0	W	common	lgn	2003-02-03	ff5866a4-f4c0-45bc-9b33-b77387441d34	https://scryfall.com/card/lgn/10/daru-stinger?utm_source=api	https://cards.scryfall.io/normal/front/f/f/ff5866a4-f4c0-45bc-9b33-b77387441d34.jpg?1562946568	Amplify 1 (As this creature enters, put a +1/+1 counter on it for each Soldier card you reveal in your hand.)\n{T}: This creature deals damage equal to the number of +1/+1 counters on it to target attacking or blocking creature.	
3106	Fangya	A cat-shaped creature that likes to hang out on windy nights, and its red scarf is its representative feature.	2	0	7	creature		Aven Farseer	Creature — Bird Soldier	2.0	W	common	scg	2003-05-26	47854e89-4d22-4eb6-a77d-6f04407bd2e5	https://scryfall.com/card/scg/3/aven-farseer?utm_source=api	https://cards.scryfall.io/normal/front/4/7/47854e89-4d22-4eb6-a77d-6f04407bd2e5.jpg?1562528498	Flying\nWhenever a permanent is turned face up, put a +1/+1 counter on this creature.	
3107	Electric Ape	Can emit a momentary electric shock when clapping its hands.	2	0	3	creature		Giant Albatross	Creature — Bird	2.0	U	common	hml	1995-10-01	bce05870-74d3-43f1-92d0-dc1744c0138d	https://scryfall.com/card/hml/27a/giant-albatross?utm_source=api	https://cards.scryfall.io/normal/front/b/c/bce05870-74d3-43f1-92d0-dc1744c0138d.jpg?1562588235	Flying\nWhen this creature dies, you may pay {1}{U}. If you do, for each creature that dealt damage to this creature this turn, destroy that creature unless its controller pays 2 life. A creature destroyed this way can't be regenerated.	
3108	Ice Tyrannosaurus	Dragons living in extremely cold areas are cruel by nature.	2	0	12	creature		Merchant of Secrets	Creature — Human Wizard	3.0	U	common	lgn	2003-02-03	d1109bdd-a5ce-4e63-adee-54e43a4c4a1e	https://scryfall.com/card/lgn/44/merchant-of-secrets?utm_source=api	https://cards.scryfall.io/normal/front/d/1/d1109bdd-a5ce-4e63-adee-54e43a4c4a1e.jpg?1562937017	When this creature enters, draw a card.	
3109	Bitcat	Can use the ability to retrieve objects from the air.	2	0	10	creature		Auramancer	Creature — Human Wizard	3.0	W	common	ody	2001-10-01	090dd4cf-5087-4ed8-a944-f3794e5862d5	https://scryfall.com/card/ody/5/auramancer?utm_source=api	https://cards.scryfall.io/normal/front/0/9/090dd4cf-5087-4ed8-a944-f3794e5862d5.jpg?1562896737	When this creature enters, you may return target enchantment card from your graveyard to your hand.	
3110	Star Beast	A typical feature is the star-shaped head.	2	0	0	creature		Bloodfire Dwarf	Creature — Dwarf	1.0	R	common	apc	2001-06-04	86b5c38e-7d74-4862-8187-f5db4a3d1e0f	https://scryfall.com/card/apc/56/bloodfire-dwarf?utm_source=api	https://cards.scryfall.io/normal/front/8/6/86b5c38e-7d74-4862-8187-f5db4a3d1e0f.jpg?1562926762	{R}, Sacrifice this creature: It deals 1 damage to each creature without flying.	
3111	Tomb Patrol Sheep	Wander around the cemetery area and jump to a 5-meter-high platform.	2	0	3	creature		Goblin Ski Patrol	Creature — Goblin	2.0	R	common	ice	1995-06-03	fde1c8b5-1e01-4920-8d02-bf80d5b238c5	https://scryfall.com/card/ice/190/goblin-ski-patrol?utm_source=api	https://cards.scryfall.io/normal/front/f/d/fde1c8b5-1e01-4920-8d02-bf80d5b238c5.jpg?1562942854	{1}{R}: This creature gets +2/+0 and gains flying. Its controller sacrifices it at the beginning of the next end step. Activate only once and only if you control a snow Mountain.	
3112	Centrino	A four-legged animal that is good at running and looks like a combination of a horse and a dog.	2	0	0	creature		Chicken Egg	Creature — Egg	2.0	R	common	ugl	1998-08-11	640ac565-331b-47e2-b2af-a8a94a96488a	https://scryfall.com/card/ugl/41/chicken-egg?utm_source=api	https://cards.scryfall.io/normal/front/6/4/640ac565-331b-47e2-b2af-a8a94a96488a.jpg?1582935068	At the beginning of your upkeep, roll a six-sided die. If you roll a 6, sacrifice this creature and create a 4/4 red Giant Bird creature token.	
3113	Jetwing	Huge flying insects with hard carapace.	2	0	0	creature		Goblin Sky Raider	Creature — Goblin Warrior	3.0	R	common	ons	2002-10-07	738cbf9b-e3d3-4568-93ce-7915b248e5b3	https://scryfall.com/card/ons/208/goblin-sky-raider?utm_source=api	https://cards.scryfall.io/normal/front/7/3/738cbf9b-e3d3-4568-93ce-7915b248e5b3.jpg?1562922311	Flying (This creature can't be blocked except by creatures with flying or reach.)	
3114	Steel Royal	A creature with a body made of solid steel	2	0	8	creature		Clockwork Swarm	Artifact Creature — Insect	4.0		common	hml	1995-10-01	dfd89e5c-79dc-4a57-b5ea-16491443fea1	https://scryfall.com/card/hml/104/clockwork-swarm?utm_source=api	https://cards.scryfall.io/normal/front/d/f/dfd89e5c-79dc-4a57-b5ea-16491443fea1.jpg?1562588696	This creature enters with four +1/+0 counters on it.\nThis creature can't be blocked by Walls.\nAt end of combat, if this creature attacked or blocked this combat, remove a +1/+0 counter from it.\n{X}, {T}: Put up to X +1/+0 counters on this creature. This ability can't cause the total number of +1/+0 counters on this creature to be greater than four. Activate only during your upkeep.	
3115	Bantli	A muscular African creature that can run on all fours and stand and fight.	2	0	0	creature		Goblin Raider	Creature — Goblin Warrior	2.0	R	common	7ed	2001-04-11	3315d75d-08dc-456c-a8e7-fe3136bf1a6b	https://scryfall.com/card/7ed/192/goblin-raider?utm_source=api	https://cards.scryfall.io/normal/front/3/3/3315d75d-08dc-456c-a8e7-fe3136bf1a6b.jpg?1562235455	This creature can't block.	
3201	Snow-footed Mongoose	His snow-white tail and light blue feet are his representative features.	2	1	12	creature	christmas	Voice of Truth	Creature — Angel	4.0	W	uncommon	nem	2000-02-14	40377e3d-77d9-4d86-ac8c-4e27803e48d8	https://scryfall.com/card/nem/25/voice-of-truth?utm_source=api	https://cards.scryfall.io/normal/front/4/0/40377e3d-77d9-4d86-ac8c-4e27803e48d8.jpg?1587857516	Flying, protection from white	
3202	Electric Claw Dragon	Shaking the wings on its head can put the whole body into an electrified state.	2	1	3	creature		Raven Familiar	Creature — Bird	3.0	U	uncommon	ulg	1999-02-15	b104638d-29aa-490c-8cfb-e08fc94efb59	https://scryfall.com/card/ulg/39/raven-familiar?utm_source=api	https://cards.scryfall.io/normal/front/b/1/b104638d-29aa-490c-8cfb-e08fc94efb59.jpg?1562863788	Flying\nEcho {2}{U} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)\nWhen this creature enters, look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.	
3203	Juta	An elegant long-tailed fox.	2	1	2	creature		Skyshroud Elite	Creature — Elf	1.0	G	uncommon	exo	1998-06-15	f6a496a4-1b4c-4c5d-99e5-ec40601c759d	https://scryfall.com/card/exo/123/skyshroud-elite?utm_source=api	https://cards.scryfall.io/normal/front/f/6/f6a496a4-1b4c-4c5d-99e5-ec40601c759d.jpg?1562089270	This creature gets +1/+2 as long as an opponent controls a nonbasic land.	
3204	Cory sheep	A cute sheep who is good at jumping	2	1	0	creature		Orcish Cannoneers	Creature — Orc Warrior	3.0	R	uncommon	ice	1995-06-03	a4309a2f-27f5-4652-b0b4-6a6119436f75	https://scryfall.com/card/ice/205/orcish-cannoneers?utm_source=api	https://cards.scryfall.io/normal/front/a/4/a4309a2f-27f5-4652-b0b4-6a6119436f75.jpg?1562925641	{T}: This creature deals 2 damage to any target and 3 damage to you.	
3205	Elk Maple Deer	A giant deer living in the maple forest	2	1	0	creature		Frost Giant	Creature — Giant	6.0	R	uncommon	leg	1994-06-01	6955d54f-7b37-4e43-8183-51677fb1ee11	https://scryfall.com/card/leg/148/frost-giant?utm_source=api	https://cards.scryfall.io/normal/front/6/9/6955d54f-7b37-4e43-8183-51677fb1ee11.jpg?1562859212	Rampage 2 (Whenever this creature becomes blocked, it gets +2/+2 until end of turn for each creature blocking it beyond the first.)	
3206	Ant King	A huge ant king.	2	1	4	creature		Killer Bees	Creature — Insect	3.0	G	uncommon	5ed	1997-03-24	6a749837-56ff-4e42-9bf2-82633bccdc39	https://scryfall.com/card/5ed/307/killer-bees?utm_source=api	https://cards.scryfall.io/normal/front/6/a/6a749837-56ff-4e42-9bf2-82633bccdc39.jpg?1562591361	Flying\n{G}: This creature gets +1/+1 until end of turn.	
3207	Honeywing Bee	has gorgeous and sweet wings	2	1	4	creature		Bloodline Shaman	Creature — Elf Wizard Shaman	2.0	G	uncommon	ons	2002-10-07	5fdfc473-8477-4c04-a4e7-ecac1b0a5716	https://scryfall.com/card/ons/249/bloodline-shaman?utm_source=api	https://cards.scryfall.io/normal/front/5/f/5fdfc473-8477-4c04-a4e7-ecac1b0a5716.jpg?1562917608	{T}: Choose a creature type. Reveal the top card of your library. If that card is a creature card of the chosen type, put it into your hand. Otherwise, put it into your graveyard.	
3208	Honey-winged Ant	Often compete with honey-winged bees for honey	2	1	4	creature		Zombie Mob	Creature — Zombie	4.0	B	uncommon	mir	1996-10-08	ab85551f-c9cc-409c-9fb5-a45de695e521	https://scryfall.com/card/mir/153/zombie-mob?utm_source=api	https://cards.scryfall.io/normal/front/a/b/ab85551f-c9cc-409c-9fb5-a45de695e521.jpg?1562720968	This creature enters with a +1/+1 counter on it for each creature card in your graveyard.\nWhen this creature enters, exile all creature cards from your graveyard.	
3209	Qianshuixia	Disguises itself as coral to hide from predators	2	1	1	creature		Giant Oyster	Creature — Oyster	4.0	U	uncommon	hml	1995-10-01	f8045d23-e6e6-474c-a3e7-ddfc6121657a	https://scryfall.com/card/hml/28/giant-oyster?utm_source=api	https://cards.scryfall.io/normal/front/f/8/f8045d23-e6e6-474c-a3e7-ddfc6121657a.jpg?1562588722	You may choose not to untap this creature during your untap step.\n{T}: For as long as this creature remains tapped, target tapped creature doesn't untap during its controller's untap step, and at the beginning of each of your draw steps, put a -1/-1 counter on that creature. When this creature leaves the battlefield or becomes untapped, remove all -1/-1 counters from the creature.	
3210	Sakura Eye Shark	The color of the eyes is like pink cherry blossoms	2	1	1	creature		Crosis's Attendant	Artifact Creature — Golem	5.0	BRU	uncommon	inv	2000-10-02	45edc18c-2046-4d0e-92fe-a6cf4aaf1c6f	https://scryfall.com/card/inv/300/crosiss-attendant?utm_source=api	https://cards.scryfall.io/normal/front/4/5/45edc18c-2046-4d0e-92fe-a6cf4aaf1c6f.jpg?1562909185	{1}, Sacrifice this creature: Add {U}{B}{R}.	
3301	Huonudi	Flame-like hair represents courage	2	2	0	creature		Balthor the Stout	Legendary Creature — Dwarf Barbarian	3.0	R	rare	tor	2002-02-04	e81ecdc5-d2c7-4292-9b59-fd6bf3ba29d5	https://scryfall.com/card/tor/91/balthor-the-stout?utm_source=api	https://cards.scryfall.io/normal/front/e/8/e81ecdc5-d2c7-4292-9b59-fd6bf3ba29d5.jpg?1562632492	Other Barbarian creatures get +1/+1.\n{R}: Another target Barbarian creature gets +1/+0 until end of turn.	
3302	Blood Moon Beast	The monsters of the vampire family hunt at night.	2	2	11	creature		Harbinger of Night	Creature — Spirit	4.0	B	rare	mir	1996-10-08	33124133-ed2c-4b86-a135-ac76f4fe4da5	https://scryfall.com/card/mir/128/harbinger-of-night?utm_source=api	https://cards.scryfall.io/normal/front/3/3/33124133-ed2c-4b86-a135-ac76f4fe4da5.jpg?1562718774	At the beginning of your upkeep, put a -1/-1 counter on each creature.	
3303	Bag bag	Lively and full of energy, he will invite a boxing duel if he disagrees.	2	2	7	creature		Icatian Skirmishers	Creature — Human Soldier	4.0	W	rare	fem	1994-11-01	15f6d115-c02d-45a3-aa6d-402964df47dd	https://scryfall.com/card/fem/14/icatian-skirmishers?utm_source=api	https://cards.scryfall.io/normal/front/1/5/15f6d115-c02d-45a3-aa6d-402964df47dd.jpg?1562899190	First strike; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)\nWhenever this creature attacks, all creatures banded with it gain first strike until end of turn.	
3304	Fighting Priest	A dog that has received professional fighting training since childhood.	2	2	7	creature		Elven Warhounds	Creature — Dog	4.0	G	rare	tmp	1997-10-14	29138c1e-11cb-488f-8e04-f5488e08a81e	https://scryfall.com/card/tmp/225/elven-warhounds?utm_source=api	https://cards.scryfall.io/normal/front/2/9/29138c1e-11cb-488f-8e04-f5488e08a81e.jpg?1562053265	Whenever this creature becomes blocked by a creature, put that creature on top of its owner's library.	
3305	Wu Kong	is good at Chinese martial arts and kung fu.	2	2	1	creature		Dreamborn Muse	Creature — Spirit	4.0	U	rare	lgn	2003-02-03	9e36cf11-5dfb-4593-8335-f739b7c7829c	https://scryfall.com/card/lgn/36/dreamborn-muse?utm_source=api	https://cards.scryfall.io/normal/front/9/e/9e36cf11-5dfb-4593-8335-f739b7c7829c.jpg?1562926891	At the beginning of each player's upkeep, that player mills X cards, where X is the number of cards in their hand.	
3306	Crazy Golden Leopard	has a fanatical love for gold	2	2	3	creature		Kukemssa Pirates	Creature — Human Pirate	4.0	U	rare	mir	1996-10-08	d10b5ce7-16c9-48f3-a1da-8a91092d053a	https://scryfall.com/card/mir/71/kukemssa-pirates?utm_source=api	https://cards.scryfall.io/normal/front/d/1/d10b5ce7-16c9-48f3-a1da-8a91092d053a.jpg?1562721923	Whenever this creature attacks and isn't blocked, you may gain control of target artifact defending player controls. If you do, this creature assigns no combat damage this turn.	
3307	Qilarus	Has an icy body and will stir up cold wind when running	2	2	12	creature		Chromeshell Crab	Creature — Crab Beast	5.0	U	rare	lgn	2003-02-03	e02a40a4-fa61-4595-810a-3796e0d71507	https://scryfall.com/card/lgn/32/chromeshell-crab?utm_source=api	https://cards.scryfall.io/normal/front/e/0/e02a40a4-fa61-4595-810a-3796e0d71507.jpg?1562940039	Morph {4}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)\nWhen this creature is turned face up, you may exchange control of target creature you control and target creature an opponent controls.	
3308	Ni Gumo	A giant insect said to lurk in the soil	2	2	4	creature		Giant Badger	Creature — Badger	3.0	G	rare	phpr	1995-03-01	6b1ac9c5-5f9f-445e-8e4b-b53ed9984958	https://scryfall.com/card/phpr/4/giant-badger?utm_source=api	https://cards.scryfall.io/normal/front/6/b/6b1ac9c5-5f9f-445e-8e4b-b53ed9984958.jpg?1722463368	Whenever this creature blocks, it gets +2/+2 until end of turn.	
3309	Morning Traveler Luna	Her smile is the starting point of the journey.	2	2	2	creature		Squirrel Mob	Creature — Squirrel	3.0	G	rare	ody	2001-10-01	181254ce-259a-4b31-8937-728564f2baf3	https://scryfall.com/card/ody/273/squirrel-mob?utm_source=api	https://cards.scryfall.io/normal/front/1/8/181254ce-259a-4b31-8937-728564f2baf3.jpg?1562899551	This creature gets +1/+1 for each other Squirrel on the battlefield.	
3310	Captain Sunshine Linda	The girl who always brings the atmosphere to life!	2	2	1	creature		Riptide Director	Creature — Human Wizard	4.0	U	rare	lgn	2003-02-03	28d07de3-b176-4ac7-aaa7-497c06c08b55	https://scryfall.com/card/lgn/50/riptide-director?utm_source=api	https://cards.scryfall.io/normal/front/2/8/28d07de3-b176-4ac7-aaa7-497c06c08b55.jpg?1562903326	{2}{U}{U}, {T}: Draw a card for each Wizard you control.	
3311	Tang Chong Chong	A little sugar man who likes to sprint on a skateboard	2	2	11	creature		Wandering Mage	Creature — Human Cleric Wizard	3.0	BUW	rare	all	1996-06-10	8d9b1b6c-1f02-4918-bb5c-2dbcdb0997ec	https://scryfall.com/card/all/111/wandering-mage?utm_source=api	https://cards.scryfall.io/normal/front/8/d/8d9b1b6c-1f02-4918-bb5c-2dbcdb0997ec.jpg?1562769223	{W}, Pay 1 life: Prevent the next 2 damage that would be dealt to target creature this turn.\n{U}: Prevent the next 1 damage that would be dealt to target Cleric or Wizard creature this turn.\n{B}, Put a -1/-1 counter on a creature you control: Prevent the next 2 damage that would be dealt to target player or planeswalker this turn.	
3312	Cyclops	Its arms are powerful and can throw large rocks.	2	2	5	creature		Butcher Orgg	Creature — Orgg	7.0	R	rare	ons	2002-10-07	7f2a29cf-4b2e-44c0-af73-512d6fed0dae	https://scryfall.com/card/ons/192/butcher-orgg?utm_source=api	https://cards.scryfall.io/normal/front/7/f/7f2a29cf-4b2e-44c0-af73-512d6fed0dae.jpg?1562925005	You may assign this creature's combat damage divided as you choose among defending player and/or any number of creatures they control.	
3313	Ring Box	He is very small and will speak loudly when he is standing high, but he will be submissive when he is standing low.	2	2	8	creature		Thran Golem	Artifact Creature — Golem	5.0		rare	uds	1999-06-07	5778c52b-248b-4131-b5c0-12ea1986786e	https://scryfall.com/card/uds/141/thran-golem?utm_source=api	https://cards.scryfall.io/normal/front/5/7/5778c52b-248b-4131-b5c0-12ea1986786e.jpg?1562443768	As long as this creature is enchanted, it gets +2/+2 and has flying, first strike, and trample.	
3314	Qingsuo	It is said that an old ghost who is over 10,000 years old spends time cleaning and maintaining his brick body every day.	2	2	11	creature		Phyrexian Infiltrator	Creature — Phyrexian Minion	3.0	BU	rare	inv	2000-10-02	224b8254-553d-4d88-8163-1f15e1244bd2	https://scryfall.com/card/inv/116/phyrexian-infiltrator?utm_source=api	https://cards.scryfall.io/normal/front/2/2/224b8254-553d-4d88-8163-1f15e1244bd2.jpg?1562901847	{2}{U}{U}: Exchange control of this creature and target creature. (This effect lasts indefinitely.)	
3315	Starfish	Likes to suck the golden starfish in the water into his mouth and spit it out, just for fun.	2	2	1	creature		Rootwater Thief	Creature — Merfolk Rogue	2.0	U	rare	nem	2000-02-14	38addef3-1dd7-41a1-9706-3be5c86a58c9	https://scryfall.com/card/nem/40/rootwater-thief?utm_source=api	https://cards.scryfall.io/normal/front/3/8/38addef3-1dd7-41a1-9706-3be5c86a58c9.jpg?1562629419	{U}: This creature gains flying until end of turn.\nWhenever this creature deals combat damage to a player, you may pay {2}. If you do, search that player's library for a card and exile it, then the player shuffles.	
3401	Bobby Langbi	An elf with strong water power, the waves it stirs up can sweep away enemies.	2	3	1	creature		Illusionary Presence	Creature — Illusion	3.0	U	rare	ice	1995-06-03	aa31efed-4a11-4f59-a623-bac45d20091d	https://scryfall.com/card/ice/76/illusionary-presence?utm_source=api	https://cards.scryfall.io/normal/front/a/a/aa31efed-4a11-4f59-a623-bac45d20091d.jpg?1587911810	Cumulative upkeep {U} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)\nAt the beginning of your upkeep, choose a land type. This creature gains landwalk of the chosen type until end of turn. (It can't be blocked as long as defending player controls a land of that type.)	
3402	Damu	A good-tempered old tree that provides shade and rain for the animals in the forest. But if anyone dares to destroy the trees, the angry Damu will roar to pieces with huge sound waves.	2	3	2	creature		Fugitive Druid	Creature — Human Druid	4.0	G	rare	tmp	1997-10-14	afe165cd-8ef7-408e-ae56-3c6a0cc4e409	https://scryfall.com/card/tmp/229/fugitive-druid?utm_source=api	https://cards.scryfall.io/normal/front/a/f/afe165cd-8ef7-408e-ae56-3c6a0cc4e409.jpg?1562055931	Whenever this creature becomes the target of an Aura spell, you draw a card.	
